pk,jsondata,id,name,description,markup_description,version
1111,{},1111,bend (3),"The DH cognates are somewhat different semantically, but the phonology
matches exactly.  **CR**/**HI** {šákupi/xákupi} provides a link between the two
meanings.  **CH** is even more revealing.  **CR**/**HI** shows a vowel between the
sibilant and |k| which may be the reflex of a **PSI** vowel.  Words beginning
with |SC| clusters in Siouan behave accentually as though there were an
intervening vowel.  There are numerous instances.  We have reconstructed **PMA**
{:skop-} on the basis of the accentual pattern in Hollow’s forms: since **MA**
prelengthening is typically the product of vowel loss, this also argues for
a syncopated vowel.  **LA** {škokpa} is from |škop|+|ka|.  Vowel syncope after
prefixes in cases like this is regular in **HI**.",,1
1112,{},1112,bend (2),"The **WI** form has been influenced by ‘**730**’, q.v. Cf. ‘**1112**’
Mutual influence of aspirated and unaspirated roots and of ‘bent/hanging’
roots seems to derive from **PMV** times.  **QU** |kko| shows the unextended root.",,1
1113,{},1113,bend (1),"**OF** voicing of the affricate marks this as clearly unaspirated.  This,
in turn, means that either the word is a borrowing that had |č| in the donor
language or it goes back to Siouan |*š|.  In view of the number of other
‘bend’ terms that have |š| in Siouan, the latter is the better hypothesis.

So pre-**PBO** form of this word may have been |*keši|, which may match other
Siouan forms with |kš| clusters.  In Swanton’s card file the entry {itcaⁿ´kĕ̅´tci}
has {ĕ} with a macron.  Normally the breve was written to show vowel quality,
in this instance [ε], while the macron indicates quantity, [ε•].",,1
1116,{},1116,belch,"There is clearly phonosymbolism involved in this set.  This is certainly
the case with the fricatives.  In OVS |ə| is frequently derived from an older
nasal back vowel, but it may have other sources.  The Dorsey and Swanton
transcriptions leave the exact nature of the **BI** vowel unclear.",,1
1117,{},1117,"behind, in back","The MVS languages have a postposition of direction. **MA** is clearly a
compound of ‘**1143**’ and an unidentified element.  Gemination in **CR** is
unexplained.",,1
1120,{},1120,bee (1),"Cf. Shawnee |heemo| (pl.  |heemoki|) ‘bee’ Voegl.-456; Miami |amawia|
‘bee’; Kickapoo |aamoa| ‘bee’ Voorhis-6.  ‘bee’.  Cf.  also Swadesh 44(?)
|*mə| or |*muu|, Atakapa |min, muŋ|; Chitimacha |hihmu| meaning ‘bee’.

Comparing **OS** and the other languages it seems clear that |*he•-| and
|*-zikV| are being treated as separate morphemes.  Algonquian could be the
source for |he•-|. In any event, this is a diffused term, found up and down
the Mississippi, and is not directly reconstructible within Siouan
exexcept perhaps for **CH**/**WI**.",,1
1121,{},1121,"bedding, covering","Cf. ‘**1077**’.  This term is probably an extension of the
shawl term and is most likely from |*(o-)wa-ʔį(-še)|; |o-| ‘within’, |wa-|
‘nominalizer’, |ʔį́| ‘**53**’, |-še| a root extension.

This is a very common derivational pattern.  The |*ʔ| in the underlying",,1
1122,{},1122,bed,"A common construction, |*o-| ‘**670**’ and |*wų́•kE| ‘**626**’.  **CH** |oyą́| ‘bed,
couch, lie in’ (JGT92:105) and **PDH** |*ažą́| ‘bed, lie on’ are cognate in their
root portions but lack the suffixed root extension of the other languages.",,1
1123,{},1123,beaver,"**CR**/**HI** and **CH**/**OP**/**TU** disagree on vowel length for this form. **BI** {táma}
‘**1123**’ DS-269b may be a borrowing from Proto-Eastern-Algonquian
{*tema•xkwe•wa} ‘beaver, little severer of trees’ as reconstructed by
Siebert (1975).  The final vowel appears to show variation between |a ~ e|
analogous to the ablaut found primarily in verbs.  Nouns ordinarily do not
show ablauting however; this is one of rather few that seem to.  Citation
forms in |-a| are found geographically distributed in the North with |-e|
confined to the South of Siouan-speaking territory.  Saponi has generalized
|-a| here, although the closely related **TU** shows the consonant-final form
consistent with late loss of earlier |-e, -i|.  **TU** generalizes |-a| in verbs
however, and this presumably provided a pattern.  Cf. ‘**903**’ for similar
overall distribution.",,1
1124,{},1124,bear > grizzly,"Cf. also ‘**1126**’, ‘**1125**’ for the phonologically similar term for
members of the species besides the grizzly.  ‘Bear’ and ‘grizzly’ terms have
apparently become mixed in OVS.  This is one of a relatively small set of
terms that require postulation of a series of post-aspirated stops in **PSI**.",,1
1125,{},1125,bear > black bear (2),"Given that ‘**1126**’, meaning ‘(little) black one’ is found in
those languages that lack reflexes of |*wi-hų́te, *wa-hų́te|, this is most
likely the original ‘black bear’ term.  The **DA** term is not found in any of
the published sources and was provided to RR by Gerald Red Elk, Ft. Peck,
Poplar, MT.  The somewhat irregular initial consonants (e.g. **DA**, **WI**), the
various UA look-alikes cited by Miller along with the phonological similarity
to the ‘**1124**’ word suggest a good deal of borrowing and contamination in
the ‘bear’ sets.  Cf. Miller PUA #30 ‘bear’ NT |vóxi|; My |hoóso|; Cr
|huúceʔe|; Hch |húuce|.  Length and accent would be accounted for if the
original were |*wV-hų́te| with an initial syllable, |wi-| ‘animate absolutive’
or simply |wa-| ‘**1180**’.  Additional argument for this analysis derives
from the fact that the sequence |*wu| is highly unstable in Siouan and
commonly dissimilates.  Here it is found intact, and is, thus, almost
certainly secondary.",,1
1126,{},1126,bear > black bear (1),"This term, meaning ‘something black’ or ‘the black one’ (with a
diminutive suffix in Stoney), replaces the presumably earlier reflexes of
|*wi-hų́te, *wa-hų́te|, q.v.  The euphemism could have spread via either
borrowing or parallel innovation.  Comanche |wasape| is obviously borrowed,
probably from **OS**.  This term is probably reconstructible within DH, but any
**PMV** reconstruction is conjectural.  Several Muskogean and Algonquian
languages also use (different) euphemisms for ‘bear’.",,1
1127,{},1127,beans,"Cf. Uto-Aztecan forms in Miller PUA#29 “**SP** |muutii|; HP |móri|; Pg
|muuñ|; Tr |muní|; Vr |muʔuní, muuní|; My |muúni|; Yq |muúni|; Cr |muhume|;
Hch |muumee|.  These forms probably do not reflect a UA prototype, but rather
an early borrowing.” Miller (personal communication) also points out that
Yuman also has numerous look-alikes for this set. One such is Yavapai |merik|
(Kendall, Martha B., Selected Problems in Yavapai Syntax, 80).  These terms
are most likely borrowings in Siouan also, since beans are not attested
archaeologically in the upper midwest until about A.D. 1000, long after the
breakup even of MVS.  Although these terms look very much alike, the set
contains numerous irregularities that tend to confirm diffusion.  The
prototype for borrowing seems to have been analyzed by Siouan speakers as
containing at least three elements: |(h)ų•-| present without the second
element in one of the **CH** forms and in **OF**, |wrį| present in most of the
remaining forms, and |-ke| a common noun forming suffix present in most but
not all forms. **MA** and **DA** have |#o-|, other languages show |ų|.  The word appears to have gone from **MA** to **DA**.",,1
1128,{},1128,beads,"There are numerous irregularities in this set, and various metatheses
and vowel transpositions must be assumed.  The forms may well turn out to be
related by post-contact borrowing rather than cognacy.  For example,
synchronically the **OS** form would reflect underlying |waphǘška| as **PMV** |*pš >
š| throughout DH.  Note also the metathesis in **DA**.",,1
1129,{},1129,be,"Cf. |rį| ‘**1170**’, |rį| ‘moving’, which are conjugated differently, at
least in **KS**.  The oral reflexes of |r| in DH suggest that it may be
epenthetic.  At least it is treated as such in DH.  Organic |*r| should have
nasalized in all the languages preceding a nasal vowel.  Cf. also ‘**1035**’.

The **CR**/**HI** forms are derived from **CR** |baaxpáa| ‘holy’ and **HI** |xupa•| ‘holy’.

**CR** |-ia| < earlier |*-ihe| suggests a connection with or contamination by
‘**1035**’, which has an |h|.  If the **CR**, **HI**, and **MA** forms are cognate they
are unique relics in each language; there is no general |-rį| meaning ‘**1129**’ in
these languages.",,1
1130,{},1130,bathe,"This form seems to show double conjugation throughout MVS. **TU** |míni| is
‘**56**’; the remainder may well be cognate as |-se| is a grammatical suffix.",,1
1131,{},1131,"basswood, inner bark?","The relationship between ‘inner bark’ and the several tree terms in
this entry stems from the fact that the inner bark of the elm was used to
flavor cooking grease in several Siouan cultures.  **WI** shows a different
augment used with what was evidently the core root of this term.",,1
1132,{},1132,basket,"A widespread southeastern root.  Baskets in this area were often made
of white oak splints, hence the connection with that meaning; **TU** clearly
means “basket tree”.  The **OF** word also contains a root for ‘**1138**’,
q.v.  Catawban and OVS have the s-grade fricative, while **PMV** has the š-grade.

See ‘**529**’, essentially the same root, for a set of very similar
southeastern terms from Muskogean, Yuchi and other languages.  This term is
best not reconstructed to **PSI**.  In fact, the individually reconstructible
terms for OVS and MVS with their non-cognate fricatives may well be from
distinct sources.  The Catawban term appears to reflect the rounded vocalism
common to several of the Muskogean terms.",,1
1133,{},1133,"base, root, stump","**BI** loses initial |h-|.  Thus **CR**/**HI** stand alone in suggesting
unambiguously lack of |h| in **PSI**.  Perhaps the |h-| has been innovated in
central Siouan; or perhaps **PCH** irregularly lost it.  On the other hand, the
**CA** form may help explain the anomaly, as it suggests an old compound:  **PSI**
|*hu•| ‘**110**’ plus |(V)te| ‘root’, with subsequent reinterpretation.",,1
1134,{},1134,bark of tree (outer),"A compound of ‘**109**’ and ‘**316**’, q.v.  N.B. **OS** doublets for
‘wood’ |žą ~ ną|.  |xuha| is a distinct term for ‘**316**’ in several of the
languages.",,1
1136,{},1136,ball joint > shoulder,"Cf. ‘**341**’, ‘**708**’, ‘**550**’. The first syllable of these forms may derive from the third person
possessive prefix; the **PSC** root appears to be {*re•t}. Note
that the Dakotan entries may then be borrowings from Pre-Winnebago:
in MVS, the third person possessive prefix is found with initial
/h/ in **WI** only, the normal Dakotan form being /*i-/. By normal
development, **PDA** would have shown {**iyéta}.  When possessive {*i-} is
prefixed to nouns with initial {*r}, the {*r > čh} in Dakotan. This
pattern recurs numerous times in our sets but not here.  As an alternative
analysis, therefore, it is possible that {hį-} here is/was a lexical
morpheme that was reanalyzed by speakers as the possessive in several
languages. Compare the DH terms for ‘**708**’, all of which share the same root,
{*-rete}, but compounded with ‘**811**’. The root most likely refers to
something like ‘ball-shaped bone’, with the shoulder being the {-rete} par
excellence. **QU** {détta} (< {*ret-ka} probably) also has this root. It is
translated ‘upper part of leg’ and probably refers to the other ball-shaped
joint, the hip. This analysis of **LA**/**WI** {*hį-} is partially confirmed by
comparing ‘**341**’, q.v.",,1
1137,{},1137,ball,"The **MA** form may be cognate with metathesis of |Cp| after vowel loss. In
this regard, cf. **CR**.  **PCH** |*u| and **MA** |-o| are unexplained.  In addition to
the present form, **BI** also has an unexplained |ni-| in ‘big’.  The **SP** form is
translated ‘powder horn’ by Fontaine, but is adjacent on his list to ‘shot
bag’ and the terms may have been confused and inverted.  ‘**1137**’ as ‘shot’
would make better sense.",,1
