pk,phonetic,comment,original_entry,other_reconstructions
15405,†-sa,,,
15406,,,,
15407,,,za•nį́ ‘all’ RR,
15408,,,,
15409,,,-ca “nu•páca” ‘both’ J,
15410,,,"é•ca ‘every, all of a group’ J",
15411,,,,
15412,,,,
15413,,,,
15414,,,-ta “duupta” ‘both’ RG,
15415,,,"-ta ‘specifier’, ‘the one(s)’ RG",
15416,,,é•tko ‘in every direction’ RG,
15417,,,,
15418,,,zanį ‘all’ RR,
15419,,,,
15420,,,,
15421,,motion and positional verbs,"a- (motion and positional verbs. Whitman, sect. 18)",
15422,,,a- RR,
15423,,3rd person; no additional plural,a- (3rd person; no additional plural),
15424,,,a- (of |alewa| ‘be going’ JOD (?),
15425,,"Motion verbs, no suffixed plural","a- (Motion verbs, no suffixed plural) Einaudi-75b",
15426,,,ha-,
15427,,,,
15428,,,,
15429,,,a- RR,
15430,,,,
15431,,,,
15432,,,a- RR,
15433,,,a- JOD,
15434,,,snį́ ‘cold’ RR,
15435,,,"-snísni, ka- ‘autumn, blows cold on and off’ RR",
15436,,,,
15437,,,,*s-ní; *sníhi
15438,,,šįrį́hoʔš ‘it’s cold out’ C,
15439,,,snihixtí ‘be cold’; snixtédi ‘feel cold’; sní dusí ‘catch cold’ DS-256b,
15440,,,,
15441,,,,
15442,,,"sní ‘be cold out, cold to touch’ C",
15443,,,"-sni, aká- ‘extinguish on, as fire’ B-69b",
15444,,,"-sni, iyá- ‘become still, as a noise ceasing; to recover from, as from anger or sickness; to die down, as a fire with only coals left’ B-252b",
15445,,,"-sni, íčiča- ‘make cool, as hot coffee by pouring it to and fro from one cup to another’ B-204a",
15845,,,,
15446,,,"-sní, na- ‘put out a fire with the foot’ B-357b",
15447,,,osní ‘be cold out’ EJ,
15448,,,"-sní, wo- ‘put out, as rain does fire’ B-608a",
15449,,,"-sní, ya- ‘blow, cool by blowing’ B-627a",
15450,,,"-sní, yu- ‘put out, extinguish e.g. a fire, to turn out a light, lamp; to make cold’. B-650a",
15451,,,"-sni, yuá- ‘quiet down, soothen e.g. a person excited or sad’ B-633b",
15452,,,ró•θrį RR,
15453,,,čįʔ KS,
15454,,,čiʔ Sp,
15455,,,čihi Sp,
15456,,,čihα Sp,
15457,†sanį•,,†sanį• “sanī” ‘cold’ H,
15458,,,sní PAS,
15459,,,"sįnį́, sįnįhí KM-2859",
15460,,,"-sį́nį, boo- ‘cool, v.tr.’ KM-79",
15461,,,,
15462,,,,
15463,,,,
15464,,,"snį́, hnį́ ‘cold’ RR",
15465,,,hníčče ‘be cold as a person is’ RR,
15466,,,"hníhį ‘be cold, as an object is cold to the touch’ RR",
15467,,,,
15468,,,ciría ‘cold’ J,
15469,,,,
15470,,,,
15471,,,"čilía ‘cold (weather)’ RG, GG-38, DEC-6",
15472,†hnį́hce,,†hnį́hce “hníṭse” ‘cold’ LF-63a,
15473,,,,
15474,,,osnį́ ‘cold’ RR,
15475,,,,
15476,,,“peśníz´a” ‘sparks of fire’ R-420,
15477,,,"-šįnįšį́nį, gi- ‘shine, v. intr. (FW)’ KM-414",
15478,,,,
15479,,,,
15480,,< fire + sparks,phešníža B-442a,
15481,,,,
15482,,,,
15483,,,"čhaxlí ‘coal, gunpowder’ C",
15484,†əphé•šnį,,"†əphé•šnį “ạphé̄cni, aphésni” ‘coals’ DS-321a, Ssf",
15485,†péxe-nį,,"†péxe-nį “pĕ´xĕnoⁿní, pĕxĕnoⁿ´” ‘live or red coals’ DS-245a",
15486,,,ųųxį́nį ‘ashes’ KM-3914,
15487,,,"-xį́nį, howa- ‘tingling sensation; hot, steady, annoying pain’ KM-1559",
15488,,,"-xį́nį, taa- ‘burn to embers’ KM-3097, Lk-20.15fb",
15489,,,"-xį́nįxįnį, hiwa- ‘poke with red-hot ember’ KM-1121",
15490,,,,
15491,,,,
15492,,,,
15493,,,,
15494,†čhaxdí,,"†čhaxdí “ćaḣdí” ‘charcoal, gunpowder’ R-84b",
15495,,,gaxlį́xlįže ‘sparkle’ RR,
15496,,,"-xlį, dá- ‘burned, be’ RR",
15497,,,"-xlįxlį, dá- (JOD) ‘burned repeatedly’ RR",
15498,,,"úxrį•ge ‘coals, embers’ JDH",
15499,,,,
15500,,,,
15501,,,"-xii, alá- ‘burned’ RG, GG-8, DEC-49",
15502,,,,
15503,†xlįžá,,†xlįžá “xthiⁿzhá” ‘sparks of a fire’ LF-220b,
15504,,,,
15505,,,“naxthiⁿ” ‘flame’ SW-249,
15506,,,wáxųpoʔš ‘he’s clumsy’ H-283,
15507,,,,
15508,,,,
15509,,,"mą•xúwe, mąxówe ‘clouds, sky’ RR (?)",
15510,,,mǫxpí RR,
15511,,,"maxpíya ‘clouds, sky’ C",
15512,,,maxpíya PAS,
15513,,,"mąąxíwi ‘clouds, be cloudy’ KM-2044",
15514,,,,
15515,,,mąxpǘ RR,
15516,,,,*maxpú
15517,,,,
15518,†mąxpǘ,,†mąxpǘ “moⁿxpí” ‘cloud’ LF-103,
15519,,,,
15520,,,mǫxpí C,
15521,,,,
15522,,,,
15523,,,rį́ʔroʔš ‘he’s climbing’ C,
15524,,,alí ‘climb’ C,
15525,†atí•kna,,"†atí•kna “atī´kna” ‘climb’ DS-322a, Ssf",
15526,,,adí DS-170a,
15527,,tree + climb,hotí ‘climb’ KM-1533,
15528,,,nąątí ‘climb a tree’ ( ‘tree’ + ‘climb’) KM-2249,
15529,,,,
15530,,,,
15531,,,adí Riggs,
15532,,,áǰe ‘climb’ RR,
15533,,,a•hó•ñi(•) RR,
15534,,,ahóñį Marsh,
15535,,,,
15536,,,,
15537,,,"átte, áte JOD",
15538,,,,
15539,,,áne ‘climb’ JOD1890:162,
15540,,,ágine ‘climb one’s own’ JOD,
15541,,,*áce ádse LF-7b,
15542,,,,
15543,,,,
15544,,,,
15545,,,,*p-ré(s)-; *prés
15546,,,bléza ‘clear’ C,
15547,,,perés ‘clear’ KM-2475,
15548,,,,
15549,,,mdéza Riggs,
15550,,,bre•ðe RR,
15551,,,,
15552,,,,
15553,,1s. poss.,"wáchiru “máchiru” ‘collar bone, clavicle’ 1s. poss. “mawáchiru” J",
15554,,,,
15555,,,,
15556,,,wáširihe ‘clavicle’ H-278,
15557,,,tawáširi ‘his clavicle’ H-278,
15558,,,,
15559,,,,
15560,,,howékuǰe ‘hoop game’ LWR,
15561,,,horaga ‘camp circle’ Whitman 1937:8,
15562,,,ho- ‘camp circle’; hóčhoka ‘center of camp’ C,
15563,,,hóčhokab ‘center of camp’ EJ,
15564,,,,
15565,,,"horók ų́ų ‘participate in, join organization’ KM-1484",
15566,,,,
15567,,,"“hoćóka” ‘courtyard, an area surrounded by tents or houses’ R-151b",
15568,,,hówega gínǫ ‘figure drawn on the ground when Kaws go to war’ RR,
15569,,,,
15570,,,,
15571,†hóweka,,"†hóweka “hóega” ‘tribal camp’ q.v. LF-63a,b",
15572,,,,
15573,†hóðoga,,†hóðoga “hú¢uga” ‘camp circle’ JOD,
15574,,,,
15575,,,,
15576,,,"-tké, ka- ‘choke on something’ H-104, H-351",
15577,,,"-tkA´, ka- ‘choke or be choked, as in eating; to stick in the throat’ B-293a, EJ",
15578,,,"katká ‘choke, be choked’ R-270b",
15846,,,,
15579,,,"ráhkahka• “náhkahka•” ‘gulp, gobble down food’ J (?)",
15580,,,,
15581,,< daC- ‘by force’,daxčí ‘choke’ RG < daC- ‘by force’ + GG-43 (?),
15582,†kahce,,†kahce “gaṭse” ‘choked’ LF-205b,
15583,†wá•hce,,"†wá•hce “wáṭse” ‘choke, strangle’ LF-205b",
15584,,,,
15585,,,,
15586,†čherawe,,†čherawe “tcerawe” JOD,
15587,,,"thewápha ‘chinquapin, lotus, cattail’ EJ",
15588,,,“tewape” ‘Nelumbo lutea’ Gilmore-90,
15589,†hcéwaðe,,†hcéwaðe “ṭséwathe” ‘lotus’ LF-160b,
15590,,,čeeráp ‘lotus’ KM-194,
15591,,,“tsherape” Gilmore-90,
15592,,,,
15593,,,ččéwaye ‘lotus’ RR,
15594,,,,
15595,,,,
15596,,,ttéðawį RR,
15597,,,,
15598,,,,
15599,,,íhku ‘chin’ C,
15600,,,ikhú ‘chin’ C,
15601,,,íkhu ‘chin’ JDH,
15602,,,íkkü ‘chin’ RR,
15603,,,,
15604,,,í•hka ‘chin’ J,
15605,,,,
15606,,,"íihka RG, GG-76, DEC-75",
15607,†ihkü,,†ihkü “iḳi” ‘chin’ LF-73a,
15608,†íkki,,†íkki “íki” ‘chin’ SW-39,
15609,,,"níkkašika ‘person, people’ RR",
15610,,,,
15611,,,"súk, suké ‘child’ C (?)",
15612,,,"wąʔší, wąʔšíge ‘person, people’ Marsh",
15613,,,wakasīk (N) ‘child’ H.,
15614,,,wakasĭ´k ‘infant’ Hw.,
15615,,,"wąąkšík KM-3610, 2952",
15616,,,,
15617,,,"níkkašįŋa ‘clan, people’ RR",
15618,,,,
15619,,,šiká•ka ‘young man’ J,
15620,,,,
15621,,,,
15622,,,"šikáaka ‘boy’ Gordon, GG-55, DEC-88",
15623,†nihkašika,,"†nihkašika “niḳashiga” ‘man, person’ LF-108; ‘clan’ RR",
15624,,,níkkašįga ‘man’ C,
15625,,,niášįga ‘clan’ RR,
15626,,,,
15627,,,"čhįtóįñe, čhįčóįñe Marsh",
15628,,,šétto ‘boy’ RR,
15629,,,šéttǫ ‘boy’ JOD,
15630,†sįto,,"†sįto “siⁿṭo, siⁿt” ‘boy’ DS-256b",
15631,,,šídohįŋa ‘boy+dim.’ RR,
15632,,,,
15633,†šįto,,†šįto “shiⁿto” LF-1316,
15634,†šįto,,“ciⁿṭunŭⁿhŭⁿ” ‘bachelor’ JOD,
15635,†šenožįga,,†šenožįga “cenujiñga” JOD,
15636,,,šémi RR,
15637,†šemįžįga,,†šemįžįga “cemiⁿjiñga” JOD,
15638,†šimį,,†šimį “shimiⁿ” LF-131b,
15639,,,,
15640,,,"hokší ‘child’, hokšíla ‘boy’ C",
15641,,,hokšína Wm-22a,
15642,†hóška,,†hóška “hócka” ‘child’ DS-323b,
15643,†ho•ška,,†ho•ška “añk-hōshka” ‘baby’ Swanton 1909:485,
15644,,,hokšída PAS,
15645,,,hokší ‘child’ PAS,
15646,,,hóšta ‘something small’ RR,
15647,†hokšídą,,†hokšídą “hokṡidaŋ” Wm-22a,
15648,,,,
15649,,,,
15650,,,,
15651,,,dathé ‘eat’ RR,
15652,,,yathá B-629a; ‘chew; gossip about’ EJ,
15653,,,“Noccoo Eraute” ‘have you got anything to eat?’ (?),
15654,,,dadĕ´ ‘chew’ DS-183a,
15655,,,račé ‘bite off a piece (of a soft substance)’ KM-2540 (?),
15656,,,,
15657,,,yathá PAS,
15658,,,yačhé ‘eat’ RR,
15659,,,,
15660,,,ðaché ‘eat’ RR,
15661,,,,
15662,,,"waðáthe ‘food’ C, RR",
15663,,,,
15664,,,,*wmą́ki; *amąk-
15665,,,"mą́ke, mąį́ke, moį́ke ‘chest’ JOD",
15666,,,makhú ‘chest’ C,
15667,,,mą́•ŋe RR,
15668,†amą́ki,,"†amą́ki “amô´ñki, mô´ñki” ‘breast, ribs’ DS-321a",
15669,†amą́ki,,"†amą́ki “mạk, amáñgiyáⁿ” ‘chest’",
15670,†amą́ki,,máñgiahóya ‘sternum’,
15671,†amą́ki,,tamáñk ‘deer brisket’ DS-229a,
15672,,,mą́ąk ‘chest (of the body)’ KM-1971,
15673,,,,
15674,,,mąkhú PAS,
15675,,,mą́ge ‘chest’ RR,
15676,,,,
15677,,,í•waki ‘chest’ J,
15678,,,,
15679,,,,
15680,,,í•waʻkurù•c ‘breast-bone’ L-135,
15681,,,,
15682,†mą́ke,,†mą́ke “moⁿ´ge” ‘chest’ LF-97b,
15683,,,,
15684,,,mą́•ge ‘chest’ C,
15685,,,,
15686,,,mą́ RR,
15687,,,"wą Sp 102; wanhá, wanhí G545, KS",
15688,,,,
15689,,,"isaá ‘his arrow’ RG, GG-89, DEC-20",
15690,†wą,,†wą “waŋ” ‘arrow’ B-540b,
15691,†mą•ksi•,,"†mą•ksi•, māñkōi, māñksīi ‘arrow’ H.; mañkcík JOD",
15692,,,,
15693,,,,*mą́; *mą́-
15694,†wąši (?),,"†wąši (?) “Wonsh-shee” ‘awl, needle’ Lawson",
15695,,,,
15696,†ąksí,,"†ąksí “añks, añksí, añksapí” ‘arrow, gun’ DS-177a",
15697,†ąksí,,ąk(ə)sa•peʔ Haas,
15698,†ąksí,,aŋsa•peʔ Swadesh,
15699,,,mą́ą KM-1931,
15700,,,,
15701,†wą,,†wą “waŋ” ‘arrow’ Wm-9b,
15702,†á,,†á ‘arrow’ J,
15703,†á,,itaá ‘his arrow’ J,
15704,†á,,wa•ʔí• “ma•ʔí•” ‘arrowhead’ J,
15705,,,,
15706,,,"wą́•h, wą́•he ‘arrow’ C",
15707,,,,
15708,,,mą́ RR,
15984,,,,
15709,†ąfhi,,"†ąfhi “onfhā´pi, oⁿfháp” ‘arrow, gun’ Ssf",
15710,†ą́fhi,,†ą́fhi “óⁿfhi” ‘bullet’ DS-328a,
15711,†mąki,,†mąki “mankey” ‘shot’ Fontaine,
15712,,,mą́ RR,
15713,,,,
15714,,,,
15715,†mą,,"†mą, moⁿ LF-95a",
15716,,,,
15717,,,mą́ RR,
15718,,,,
15719,,,ną́pha ‘chokecherry’ JDH,
15720,,,čhąphá C,
15721,,,nąąpák ‘cherry tree’ KM-2205,
15722,,,,
15723,,,ną́ppa ‘cherry’ RR,
15724,,,,
15725,,,"wirapú• “mirapú•” ‘bush, shrub’ J (?)",
15726,,,,
15727,,,,
15728,,,,
15729,,,balápuu ‘chokecherry tree’ RG (?),
15730,,,balápua DEC-11 (?),
15731,†lą́hpa,,†lą́hpa “gthoⁿ´p̣a” LF-56a,
15732,,,ną́ppa RR,
15733,,,,
15734,,,,
15735,,,"dixé ‘chase, pursue, hunt’ RR",
15736,,- ablaut,khiyúxa (- ablaut) ‘copulate as animals’ EJ,
15737,†nǫ́se,,†nǫ́se “nuⁿ´sĕ” ‘chase’ DS-327a,
15738,†nǫxe,,"†nǫxe “noxĕ´, nóxĕ” ‘chase, pursue’ DS-237a",
15739,,,"ruxé ‘chase, run after’ KM-2764",
15740,,,,
15741,†khiyuxa,,†khiyuxa “takiyuḣa” ‘rut’ Wm-188,
15742,,,"yüxé ‘chase, mate (of animals)’ RR",
15743,†thakhíruxe,,†thakhíruxe “takíduxe” ‘October’ LW-64,
15744,,,,
15745,,,,
15746,,,,
15747,†ðüxé,,†ðüxé “thixé” ‘chase’ LF-240b,
15748,,,,
15749,,,ðíxe ‘chase after’ SW-37,
15750,,,,
15751,,,thóðíge Marsh,
15752,,,"ttóze RR, JOD",
15753,,,coozík ‘bullhead (fish)’ KM-276,
15754,,,,
15755,,,,
15756,,,,
15757,,,ttóze “túçe” ‘catfish’ SW-35,
15758,,,,
15759,,,kʔį́ RR,
15760,,,,
15761,,,,*K-qį́; *kʔį́
15762,,,kíʔš ‘he packs it’ H-110,
15763,,,kíʔroʔš ‘he packs it’ H-110,
15764,,,kihkíʔroʔš ‘he carried it’ C,
15765,,čhą́wakʔį saddle,kʔį́ ‘carry on the back’ C,
15766,,,"-wakʔį, pá- ‘a saddle, pack-saddle’ B-436b",
15767,,,"-wakʔį, phá- ‘saddle, pack-saddle’ EJ; čhą́wakʔį ‘saddle’ EJ",
15768,,,kʔį́ W-244a,
15769,,,"-kʔį, gi- ‘carry another’s property for him’ LWR-7",
15770,,,"-kʔį, ra- ‘pack, carry’ LWR-24",
15771,,,kida (‘carry’ + ‘go’) KS,
15772,,,kʔį́ PAS,
15773,,,kʔį́į KM-1728,
15774,,,"-kʔį́, ru- ‘bag’ (v.tr. ‘put into a bag’) KM-2682",
15775,,,,
15776,,,,
15777,,,"ki, kidí; kitú (pl.) DS-207b",
15778,,,kʔį́ RR,
15779,,,,
15780,,,"kíʔ ‘pack, carry on the back’ J",
15781,,,,
15782,,,,
15783,,,"čií RG, GG-37",
15784,,,ʔį́ ‘carry on the back’ C,
15785,,,kʔį́ LF-86b,
15786,,,,
15787,,,,
15788,,,,
15789,,,ablákela B-54a,
15790,†hatak,,"†hatak “hadak, hadakdji” ‘calm’ Marino-239 (?)",
15791,†hatak,,,
15792,†amdákedą,,†amdákedą “amdákedaŋ” ‘a calm’ R-32a,
15793,,,"oyáblage ~ oyágable ‘calm, windbreak’ RR",
15794,,,,
15795,†oðóbrake,,†oðóbrake “uthúbthage” ‘a calm’ LF-178b,
15796,,,,
15797,,,,
15798,,,,*pą́
15799,,,bą ‘call’ JOD,
15800,,,"pą́, kipą́ C",
15801,,,"wą́, giwą́ LWR, Marsh",
15802,,,wǫ• ‘cry out’ KS,
15803,,,"wą́ą, giwą́ ‘call, v.tr., call for’ KM-3586",
15804,,,,
15805,†kipą́,,"†kipą́ “kipaŋ” ‘call’ Wm27a,b",
15806,,,"gibą́, bǫ́ ‘call’ RR",
15807,,,,
15808,,s. impv,"pa• ‘shout, holler’ J",
15809,,,pah ‘holler’ (s. impv) H&V,
15810,,,,
15811,,,,
15812,,,"paá ~ páa ‘shout’ RG, GG-53, DEC-51",
15813,,,gibą PAS,
15814,†pą́,,†pą́ “boⁿ” ‘call’ LF-28a,
15815,†pą́,,"kipą́ ‘call, invite’ Bristow",
15816,,,,
15817,,,"gibą JOD, SW-103",
15818,,,,
15819,,,,
15820,,,,*yó
15821,,,"kičhó ‘call, invite’ C",
15822,†gigo,,"†gigo “kigo” ‘hold a feast, get together’ JGT92:142",
15823,†akó•hi,,"†akó•hi “akó̄hi” ‘shout, call out’ DS-320a, Ssf",
15824,,,"kikōha, gikōha ‘call’ H.",
15825,†kiyohí,,†kiyohí “kĭyohí” ‘call or halloo to’ DS-294b,
15826,,,"góo ‘invite, give a feast’; with object: ‘invite to a religious feast’ KM-453",
15827,,,gigó ‘call or beckon to’ KM-451,
15828,,,,
15829,,,,
15830,†kičhó,,"†kičhó “kićó” ‘call to a feast, invite’ R-284b",
15831,,,kikuhá ‘invite’ WM,
15832,,,,
15833,,,,
15834,,,,
15835,†kíkho,,†kíkho “gíko” ‘invite to a feast’ LF-51a,
15836,†kihkó,,†kihkó “giḳó” ‘a formal invitation’ LF-284b,
15837,,,,
15838,,,,
15839,,,,
15840,,,daté ‘call by name’ RR,
15841,,,čhažé_yata ‘call by name’ C,
15842,,,ráǰe ‘call by name’ JGT92:189,
15843,,,"ráač ‘be named, call by name’ KM-2520",
15844,,,mąąňáč ‘promise’ KM-2520,
15847,†-yata,,"†-yata “ćaz´é_yata” ‘call by name, speak the name of’ R-97a",
15848,,,yaǰé ‘call by name’ RR,
15849,,,,
15850,,,raša•tE “naša•ti” ‘call (on) someone by name; to name’ J,
15851,,,,
15852,,,,
15853,,,,
15854,,,dáasaaši ‘call by name’ GG-40,
15855,,,"ða•cé ‘read’ CQ, LF-190",
15856,,,,
15857,,,,
15858,,,,
15859,,,rášE ‘calf of leg’ C,
15860,†čə́fhąhe,,†čə́fhąhe “tcạ́fhaⁿhe” ‘calf of leg’ DS-329b,
15861,,,,
15862,,,rá•ca “ná•ca” ‘calf of leg 3s.’ J,
15863,,,,
15864,,,"dáata ‘calf of leg’ RG, DEC-70, GG-40",
15865,,,,
15866,,,,
15867,,,"wų́x, wų́xe ‘cache’ H-307",
15868,,,wų́x ‘cellar’ C,
15869,†wóxa,,"†wóxa “wóḣa” ‘a place to bury in, a place of deposite [sic] in the ground; a cellar, a pit; something buried’ B-598a",
15870,,,"wó•xe ‘cellar, storage pit, grave’ JDH",
15871,†mą́x,,†mą́x “máx hoⁿní” ‘a cache; to bury in a cache or grave’ DS-227a,
15872,†wóxa,,"†wóxa “wóḣa” ‘a place to bury in, a corn-hole or other place of deposit in the ground, a cache; a cellar, a pit; something buried’ R-587b",
15873,,,óxe ‘cache’ RR,
15874,,,wa•xu-he• “ma•xu-” ‘to cache’ H&V,
15875,,,,
15876,,,,
15877,†óxe,,†óxe “úxe” ‘cellar’ SW-36,
15878,,,,
15879,†é•skha,,"†é•skha “é̄skha” ‘buzzard’ DS-323a, Ssf",
15880,,,,
15881,,,,*éxka
15882,†héxka,,"†héxka “ĕ´xka, hĕ´xka” DS-191b",
15883,,,héex ‘swan’ KM-792,
15884,,,,
15885,,,,
15886,,,,*éxka
15887,,,hekattǫ́ka ‘buzzard’ RR,
15888,,,hečá C,
15889,,,“Hickooto-” ‘buzzard (creek)’ Byrd,
15890,,,heegé ‘buzzard’ KM-786,
15891,,,,
15892,†hečá,,†hečá ‘buzzard’ R-140b,
15893,,,hegá ‘buzzard’ RR,
15894,,,hé•ge ‘buzzard’ JDH,
15895,,,hégara ‘buzzard’ JGT92:25,
15896,,,,
15897,,,,
15898,,,heká ‘buzzard’ RR,
15899,,,,
15900,,,hegá ‘buzzard’ RR,
15901,,,,
15902,,,,*éxka
15903,,,hekattǫ́ka ‘buzzard’ RR,
15904,,,hečá C,
15905,,,hé•ge ‘buzzard’ JDH,
15906,,,hégara ‘buzzard’ JGT92:25,
15907,†é•skha,,"†é•skha “é̄skha” ‘buzzard’ DS-323a, Ssf",
15908,†hik-,,†hik- “Hickōto-” ‘buzzard (creek)’ Byrd,
15909,†héxka,,"†héxka “ĕ´xka, hĕ´xka” DS-191b",
15910,,,heegé ‘buzzard’ KM-786,
15911,,,héex ‘swan’ KM-792,
15912,,,,
15913,,,,
15914,†hečá,,†hečá ‘buzzard’ R-140b,
15915,,,hegá ‘buzzard’ RR,
15916,,,"hé•wi ‘buzzard, vulture’ J",
15917,,,,
15918,,,,
15919,,,,
15920,,,heká ‘buzzard’ RR,
15921,,,,
15922,,,hegá ‘buzzard’ RR,
15923,,,,
15924,,,"-mį, irú- ‘sell’ LWR-12",
15925,,,"-mi, ru- ‘buy something’ LWR-26",
15926,,,"-mi, wirú- ‘Money’ LWR-36",
15927,,,"-miha, klu- “wāglumihínta,” ‘buy s.t.’ H",
15928,,,“kilomīha” ‘he buys’ H,
15929,,,,
15930,,,"-wį́, ru- ‘buy’ v.tr. KM-2761",
15931,,,"-wį́, waru- híi ‘do one’s shopping’ KM-3457",
15932,,,,
15933,,,,
15934,,,yümį́ ‘buy something’ RR,
15935,,,,
15936,,,,
15937,,,,
15938,†ðüwį́,,†ðüwį́ “thiwíⁿ” ‘buy’ LF-239b,
15939,,,"šį́ǰe ‘whole bottom, rump’ JDH",
15940,,,išísa ‘buttocks’ GG-94,
15941,,,,
15942,,,,
15943,,,"šį́įč ‘buttocks, rear’ KM-2962",
15944,,,,
15945,,,,
15946,,,,
15947,,,rį́ta ‘buttocks’ H-184,
15948,,,"nité ‘lower back, rump’ B-363b",
15949,†nįdi,,"†nįdi “nindí, nindiyaⁿ” DS-237b",
15950,,,"nité ‘lower back, rump’ R-341b",
15951,,,nį́ǰe RR,
15952,,,ipí•ti ‘buttocks’ J (?),
15953,,,,
15954,,,nį́tte RR,
15955,†nį́ce,,"†nį́ce “nídse” ‘haunch, hips, rump, lower back’ LF-106b",
15956,,,,
15957,,,níde F+LF 109,
15958,,,,
15959,,,,*phát
15960,,,pháta ‘butcher’ C; ‘surgery’ EJ,
15961,,,"páač ‘use scythe, mow’ KM-2421",
15962,,,,
15963,,,pháda ‘butcher’ PAS,
15964,,,ppáǰe ‘butcher’ RR,
15965,,,"-pátE, ha- ‘to saw or file’ J",
15966,,,,
15967,†hpáce,,†hpáce “p̣ádse” ‘butcher’ LF-125a,
15968,,,,
15969,,,ppáde ‘butcher’ C,
15970,,,,
